first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Hélder Wander,Sousa de Azevedo e Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,55,MID
Tyler,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
Jay-Roy,Grot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Kamil,Miazek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.6,40,GK
Ian Carlo,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,MID
Jamie,Shackleton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
Pascal,Struijk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,40,DEF
Jordan,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,45,MID
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,GK
Leif,Davis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,40,DEF
Oliver,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,40,DEF
Robin,Koch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,DEF
Rodrigo,Moreno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.5,60,FWD
James,Milner,2,2,49,924,9,177.1,237.2,100.0,3,198,51.4,4,0,4,0.2,55,MID
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF
Georginio,Wijnaldum,4,0,107,2933,28,344.1,452.8,423.0,5,503,122.0,12,0,0,1.8,55,MID
Jordan,Henderson,4,5,116,2234,14,425.9,582.6,275.0,11,530,128.5,16,0,2,5.0,55,MID
Adrián,San Miguel del Castillo,0,0,27,873,10,0.0,131.4,0.0,0,136,13.2,2,0,1,0.3,45,GK
Joel,Matip,1,0,39,703,5,23.0,198.2,39.0,4,167,26.2,3,0,0,0.5,55,DEF
Xherdan,Shaqiri,1,0,15,181,2,51.6,47.8,37.0,0,54,13.7,1,0,0,0.1,65,MID
Alex,Oxlade-Chamberlain,4,1,76,1475,12,298.2,300.0,406.0,2,268,99.9,8,0,1,0.1,65,MID
Roberto,Firmino,9,9,155,2985,26,703.0,733.6,1638.0,20,592,307.5,16,0,0,4.0,95,FWD
Virgil,van Dijk,5,2,178,3420,33,152.4,930.2,467.0,14,804,154.8,15,0,1,25.4,65,DEF
Sadio,Mané,18,10,221,2745,28,826.6,1010.2,1239.0,27,689,307.7,12,0,3,12.9,120,MID
Alisson,Ramses Becker,0,1,122,2543,24,10.0,503.0,0.0,11,558,51.5,13,1,0,11.6,60,GK
Fabio Henrique,Tavares,2,3,77,2073,26,322.4,431.6,85.0,8,403,84.0,6,0,6,1.3,55,MID
Mohamed,Salah,19,10,233,2879,26,834.8,1061.2,2156.0,26,661,405.1,16,0,1,29.8,120,MID
Andrew,Robertson,2,12,181,3111,31,980.2,845.8,389.0,20,847,221.7,13,0,2,12.9,70,DEF
Divock,Origi,4,3,65,699,12,128.8,201.8,222.0,8,230,55.0,2,0,1,1.3,55,FWD
Harry,Wilson,7,1,91,1637,32,242.1,377.4,667.0,7,295,128.5,2,0,2,0.1,55,MID
Takumi,Minamino,0,0,11,241,2,29.9,17.4,85.0,0,20,12.7,0,0,0,0.6,65,MID
Trent,Alexander-Arnold,4,15,210,3173,32,1380.3,1026.8,420.0,24,904,282.8,14,0,5,53.9,75,DEF
Joseph,Gomez,0,0,93,1999,16,105.7,390.6,12.0,7,461,50.9,12,0,7,4.8,55,DEF
Naby,Keita,2,3,52,806,8,234.7,281.8,169.0,3,224,68.7,5,0,1,1.1,55,MID
Rhian,Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,6.6,45,FWD
Curtis,Jones,1,0,13,121,1,15.6,49.4,65.0,0,46,12.9,1,0,0,0.6,45,MID
Neco,Williams,0,0,14,228,2,53.3,49.4,98.0,3,53,20.0,1,0,1,5.3,40,DEF
Harvey,Elliott,0,0,2,7,0,1.7,1.8,0.0,0,6,0.4,0,0,0,0.2,45,MID
Fernando,Luiz Rosa,0,1,55,2394,27,146.2,557.6,175.0,1,401,87.9,10,2,7,1.0,55,DEF
Claudio,Bravo,0,0,11,346,7,0.0,57.8,0.0,0,69,5.8,1,0,0,0.0,45,GK
Sergio,Agüero,16,6,132,1449,18,256.4,641.2,1188.0,14,509,208.2,5,0,1,4.4,105,FWD
Nicolás,Otamendi,2,1,82,1710,21,65.5,443.6,319.0,6,389,82.7,7,0,3,0.7,50,DEF
Kyle,Walker,1,4,114,2392,24,394.4,435.6,169.0,7,573,100.1,12,0,5,5.9,60,DEF
Ilkay,Gündogan,2,1,65,2012,28,592.3,408.4,374.0,4,382,137.5,7,0,7,0.5,55,MID
Kevin,De Bruyne,13,23,251,2790,22,1990.8,1322.2,1005.0,35,988,432.1,18,0,3,32.3,115,MID
John,Stones,0,0,34,1118,16,53.0,216.4,66.0,0,231,33.7,3,0,0,0.4,50,DEF
Benjamin,Mendy,0,2,74,1491,13,403.2,243.0,106.0,3,378,75.5,9,0,3,2.6,60,DEF
Riyad,Mahrez,11,14,175,1934,15,885.8,814.2,1094.0,17,668,279.5,10,0,0,2.4,85,MID
Raheem,Sterling,20,6,204,2651,31,751.3,921.6,1829.0,20,642,350.2,13,0,5,4.4,115,MID
João Pedro Cavaco,Cancelo,0,0,45,1205,11,287.6,265.0,141.0,3,299,69.3,5,0,4,0.9,55,DEF
Ederson,Santana de Moraes,0,0,133,3071,31,16.0,608.6,0.0,2,645,62.3,16,1,3,5.2,60,GK
Nathan,Aké,2,2,79,2503,46,92.7,691.2,326.0,6,499,111.0,4,0,2,8.8,55,DEF
Aymeric,Laporte,1,0,63,1096,5,62.2,246.8,79.0,0,298,38.7,8,0,1,6.1,60,DEF
Bernardo Mota,Veiga de Carvalho e Silva,6,7,116,2021,24,773.2,626.2,927.0,7,526,232.5,9,0,5,2.0,75,MID
Gabriel Fernando,de Jesus,14,8,146,2018,14,447.7,757.6,1620.0,17,535,282.1,12,0,3,2.1,95,FWD
Oleksandr,Zinchenko,0,0,49,1271,15,375.8,232.0,102.0,1,295,71.2,6,1,0,0.5,55,DEF
Phil,Foden,5,2,69,888,7,301.6,312.2,466.0,4,261,108.1,4,0,0,6.0,65,MID
Tommy,Doyle,0,0,1,15,0,2.0,3.8,7.0,0,3,1.3,0,0,0,0.1,45,MID
Rodrigo,Hernandez,3,2,92,2480,27,532.6,599.2,193.0,5,516,132.3,14,0,8,0.6,55,MID
Ferran,Torres,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,70,MID
Eric,Garcia,0,0,38,790,7,42.2,153.0,26.0,0,189,22.2,5,0,1,0.3,50,DEF
Sergio,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,GK
Juan,Mata,0,2,38,747,8,293.9,109.2,130.0,2,139,53.4,4,0,1,0.1,60,MID
David,de Gea,0,0,143,3420,36,0.0,695.0,0.0,8,630,69.2,13,0,2,4.2,55,GK
Chris,Smalling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,DEF
Odion,Ighalo,0,0,11,92,0,23.8,23.0,135.0,0,24,18.1,0,0,0,0.3,65,FWD
Marcos,Rojo,0,0,3,121,2,1.9,20.2,6.0,0,9,2.8,0,0,1,0.1,50,DEF
Nemanja,Matic,0,2,55,1578,13,250.3,357.4,53.0,2,287,66.2,10,0,2,0.3,50,MID
Paul,Pogba,1,4,51,1202,9,420.0,295.8,193.0,2,215,91.0,6,0,1,1.8,80,MID
Phil,Jones,0,0,2,135,3,3.0,21.4,23.0,0,22,4.7,0,0,0,0.1,50,DEF
Harry,Maguire,1,0,123,3420,36,214.6,772.0,371.0,5,681,136.2,13,0,6,3.7,55,DEF
Frederico,Rodrigues de Paula Santos,0,0,50,2157,26,542.7,430.6,260.0,0,358,123.5,6,0,8,0.2,55,MID
Luke,Shaw,0,0,67,1730,15,321.2,344.2,187.0,2,381,85.1,8,0,7,1.2,50,DEF
Jesse,Lingard,1,0,32,923,14,278.2,109.0,297.0,0,99,68.2,1,0,3,0.2,60,MID
Bruno Miguel,Borges Fernandes,8,8,117,1187,6,479.3,551.8,361.0,18,366,139.2,9,0,2,22.4,105,MID
Anthony,Martial,17,9,200,2625,27,439.3,855.6,1297.0,14,544,259.4,14,0,1,16.0,90,FWD
Andreas,Pereira,1,3,60,1478,16,432.1,245.6,343.0,1,198,102.3,6,0,3,0.1,50,MID
Dean,Henderson,0,1,160,3240,33,10.0,718.8,18.0,16,688,74.8,13,0,2,4.3,55,GK
Marcus,Rashford,17,8,177,2645,29,563.7,887.0,1265.0,31,665,271.7,9,0,3,5.9,95,MID
Axel,Tuanzebe,0,0,7,187,3,6.2,17.6,0.0,0,30,2.4,0,0,0,0.1,45,DEF
Victor,Lindelöf,1,0,116,3092,32,73.6,554.0,79.0,9,618,70.7,12,0,6,2.1,50,DEF
Scott,McTominay,3,2,74,1765,20,238.4,415.6,310.0,6,310,96.4,3,0,2,0.4,50,MID
Eric,Bailly,0,0,9,148,1,1.0,32.0,0.0,0,40,3.3,1,0,0,0.3,50,DEF
Daniel,James,3,6,95,2281,29,428.1,415.2,622.0,2,308,146.0,7,0,4,0.4,65,MID
Timothy,Fosu-Mensah,0,0,7,136,1,28.6,12.0,6.0,0,27,4.2,1,0,1,0.1,45,DEF
Aaron,Wan-Bissaka,0,4,127,3070,33,443.3,749.2,133.0,16,659,132.8,12,0,8,13.5,55,DEF
José Diogo,Dalot Teixeira,0,0,4,65,1,4.3,10.4,6.0,0,10,1.9,0,0,0,0.1,50,DEF
Mason,Greenwood,10,1,103,1303,13,222.7,449.6,502.0,17,430,117.0,6,0,0,11.4,75,MID
Tahith,Chong,0,0,3,34,0,1.1,1.4,6.0,0,6,0.7,0,0,0,0.0,45,MID
James,Garner,0,0,1,8,1,2.8,2.2,0.0,0,3,0.5,0,0,0,0.1,45,MID
Brandon,Williams,1,1,51,1003,11,191.2,200.0,100.0,3,228,49.2,5,0,6,2.4,45,DEF
Teden,Mengi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,DEF
Donny,van de Beek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.8,70,MID
Andy,Carroll,0,4,34,617,10,162.0,136.6,211.0,0,87,51.1,2,0,1,0.4,55,FWD
Jonjo,Shelvey,6,2,105,2118,34,597.4,559.4,344.0,15,437,150.4,8,0,3,0.8,55,MID
Matt,Ritchie,2,1,74,1312,19,482.7,285.4,218.0,7,293,98.6,8,0,4,0.4,50,MID
Federico,Fernández,2,3,102,2617,42,74.5,741.0,223.0,13,507,103.7,8,0,8,1.5,50,DEF
Ciaran,Clark,2,0,49,1186,14,14.9,331.4,128.0,2,216,47.6,4,0,3,0.2,45,DEF
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,GK
Martin,Dubravka,0,0,143,3420,58,0.0,1019.0,0.0,7,719,102.0,11,0,0,1.0,50,GK
Florian,Lejeune,2,0,24,440,10,12.6,132.0,81.0,1,88,22.5,1,0,0,0.1,45,DEF
Jamaal,Lascelles,1,0,73,2076,31,28.1,403.0,125.0,3,358,55.7,8,0,5,3.2,45,DEF
Dwight,Gayle,4,2,58,842,15,86.2,217.0,348.0,10,190,64.7,4,0,2,0.1,60,FWD
Christian,Atsu,0,3,37,738,15,186.7,121.4,55.0,0,104,36.3,3,0,2,0.1,55,MID
Paul,Dummett,0,0,44,1227,20,63.1,265.2,50.0,4,230,37.7,5,0,2,0.1,45,DEF
Javier,Manquillo,0,1,65,1597,21,100.8,232.0,40.0,4,288,37.3,8,0,5,0.4,45,DEF
Emil,Krafth,0,1,37,1015,23,28.8,184.4,39.0,2,187,25.2,3,0,0,0.1,45,DEF
Fabian,Schär,2,1,55,1669,38,58.3,440.6,179.0,2,297,67.8,4,0,5,0.0,50,DEF
DeAndre,Yedlin,1,0,26,934,18,118.1,165.6,43.0,0,122,32.9,1,0,3,0.5,45,DEF
Isaac,Hayden,1,4,73,2220,36,227.6,368.6,189.0,3,309,78.5,8,1,4,0.1,50,MID
Rolando,Aarons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
Allan,Saint-Maximin,3,5,92,1860,22,423.4,434.0,542.0,7,321,139.8,8,0,0,19.3,55,MID
Miguel,Almirón,4,2,109,3020,48,450.2,481.6,750.0,5,356,168.0,12,0,5,1.1,60,MID
Joelinton Cássio,Apolinário de Lira,2,2,78,2678,46,433.4,330.8,641.0,3,236,140.5,9,0,7,0.6,60,FWD
Yoshinori,Muto,0,0,9,207,7,15.4,12.6,12.0,0,25,3.7,0,0,0,0.4,50,FWD
Kelland,Watts,0,0,1,16,1,0.0,2.0,0.0,0,3,0.2,0,0,0,0.6,40,DEF
Sean,Longstaff,1,2,44,1370,26,217.1,235.8,155.0,0,181,60.8,2,1,2,0.1,50,MID
Jeff,Hendrick,2,2,67,1930,30,213.7,269.8,282.0,4,197,76.5,10,0,8,0.1,50,MID
Matthew,Longstaff,2,0,27,572,11,51.6,102.8,49.0,2,104,20.4,1,0,1,0.1,50,MID
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK
Jacob,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Callum,Wilson,8,6,116,2906,53,391.1,397.4,848.0,8,321,162.6,4,0,9,2.5,65,FWD
Ryan,Fraser,1,5,73,2061,34,627.1,355.6,440.0,2,305,141.9,4,0,2,0.5,60,MID
Billy,Sharp,3,2,57,1037,10,186.2,175.4,348.0,9,159,69.9,4,1,1,0.3,60,FWD
David,McGoldrick,2,2,65,1810,18,268.4,303.4,584.0,6,201,115.2,7,0,2,1.2,55,FWD
Chris,Basham,0,1,123,3242,37,212.1,707.6,103.0,6,639,102.7,13,0,4,2.5,50,DEF
John,Fleck,5,2,101,2515,30,648.8,527.4,419.0,13,464,159.6,8,0,8,0.7,60,MID
Enda,Stevens,2,4,142,3345,39,554.5,641.0,338.0,8,639,153.5,13,0,7,6.0,55,DEF
Simon,Moore,0,0,3,180,6,0.0,28.0,0.0,0,23,2.8,0,0,0,0.3,45,GK
Oliver,Norwood,1,3,98,3089,36,808.8,608.4,100.0,6,563,151.8,13,0,8,0.6,50,MID
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK
George,Baldock,2,4,142,3420,39,485.7,559.8,241.0,7,602,128.6,13,0,7,5.7,55,DEF
Jack,Robinson,0,0,14,504,11,30.4,106.8,2.0,2,87,14.0,1,0,0,0.3,45,DEF
John,Egan,2,1,133,3187,33,25.4,641.4,587.0,9,592,125.4,13,1,3,17.1,50,DEF
Jack,O'Connell,0,1,111,2915,28,262.3,576.6,246.0,6,552,108.6,12,0,4,0.8,50,DEF
John,Lundstram,5,4,144,2452,29,382.9,502.8,449.0,15,539,133.9,10,0,5,13.6,55,MID
Ben,Osborn,0,0,19,590,4,108.5,78.4,65.0,0,84,25.3,2,0,0,0.0,50,MID
Oliver,McBurnie,6,1,86,2105,25,186.9,424.4,830.0,6,300,143.7,9,0,4,0.9,60,FWD
Callum,Robinson,1,2,33,669,6,72.8,79.8,156.0,1,73,30.4,2,0,1,0.1,55,FWD
Lys,Mousset,6,4,84,1223,15,163.1,303.0,530.0,11,248,98.1,3,0,1,0.6,60,FWD
Sander,Berge,1,1,40,943,11,66.0,152.4,82.0,3,147,30.3,4,0,0,0.4,50,MID
Luke,Freeman,0,0,13,360,5,77.4,46.2,25.0,0,38,14.9,1,0,2,0.0,50,MID
Aaron,Ramsdale,0,1,126,3330,62,24.0,973.8,0.0,13,680,99.7,5,0,0,7.8,50,GK
Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,DEF
Jayden,Bogle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
Max,Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Shane,Long,2,3,62,1386,20,264.8,190.8,536.0,4,159,99.4,5,0,0,1.4,55,FWD
Ryan,Bertrand,1,1,75,2742,52,538.5,436.8,234.0,0,432,121.1,7,1,3,1.4,50,DEF
Alex,McCarthy,0,0,104,2520,35,10.0,652.0,0.0,8,491,66.0,7,0,0,19.6,45,GK
Oriol,Romeu Vidal,0,0,51,1855,38,272.9,333.2,69.0,1,301,67.6,5,0,5,4.6,45,MID
Nathan,Redmond,4,4,107,2763,51,539.1,517.2,752.0,8,412,181.2,7,0,2,0.9,65,MID
Danny,Ings,22,2,198,2800,44,458.3,1010.0,1558.0,40,736,302.4,6,0,3,25.4,85,FWD
Jack,Stephens,1,3,85,2451,39,101.5,566.2,97.0,8,432,76.6,7,1,4,0.5,50,DEF
Stuart,Armstrong,5,4,98,1706,25,274.9,418.2,431.0,10,301,112.4,7,0,4,2.2,55,MID
Jannik,Vestergaard,1,0,51,1496,26,81.3,363.8,183.0,6,286,62.8,4,0,3,0.6,45,DEF
James,Ward-Prowse,5,4,117,3420,60,989.9,864.6,548.0,8,587,240.7,9,0,9,4.4,60,MID
Angus,Gunn,0,0,29,900,25,0.0,219.4,0.0,3,166,22.1,2,0,0,0.4,45,GK
Sofiane,Boufal,0,3,34,753,17,203.7,149.4,267.0,0,99,62.0,1,0,2,0.1,55,MID
Josh,Sims,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Kyle,Walker-Peters,0,1,32,944,12,108.6,168.2,48.0,2,194,32.2,2,0,1,11.0,45,DEF
Jan,Bednarek,1,1,84,3057,57,45.5,729.8,95.0,5,539,87.5,7,0,4,3.5,45,DEF
Che,Adams,4,4,78,1095,17,184.9,226.2,524.0,8,242,92.3,4,0,0,2.8,60,FWD
Yan,Valery,0,1,18,778,20,44.2,112.0,77.0,0,93,23.3,1,0,1,0.1,50,DEF
William,Smallbone,0,2,24,389,4,53.2,70.2,43.0,1,84,16.5,3,0,0,0.4,45,MID
Jake,Vokins,0,0,2,90,1,16.7,8.4,3.0,0,10,2.8,0,0,0,1.5,40,DEF
Michael,Obafemi,3,2,45,655,12,130.7,170.8,235.0,2,165,53.4,3,0,1,2.8,50,FWD
Moussa,Djenepo,2,2,40,920,14,153.4,224.4,252.0,3,151,62.9,2,1,4,0.1,55,MID
Mohammed,Salisu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,DEF
Hugo,Lloris,0,0,98,1808,21,0.0,564.6,0.0,13,422,56.5,6,0,0,5.3,55,GK
Danny,Rose,0,0,47,1753,28,230.8,288.4,44.0,0,290,56.5,5,0,7,0.4,50,DEF
Moussa,Sissoko,2,1,69,2451,31,275.7,346.0,189.0,0,386,81.0,7,0,8,0.6,50,MID
Toby,Alderweireld,2,2,97,2957,39,196.0,773.6,182.0,6,576,115.2,7,0,7,2.5,55,DEF
Erik,Lamela,2,5,65,1203,12,284.2,226.2,337.0,2,220,84.5,5,0,3,0.2,60,MID
Harry,Kane,18,2,158,2588,36,391.0,843.8,1071.0,26,587,230.6,6,0,4,15.7,105,FWD
Serge,Aurier,1,7,124,2699,33,508.1,655.2,252.0,15,623,141.6,9,1,2,4.6,55,DEF
Heung-Min,Son,11,13,169,2478,32,606.1,800.6,1144.0,18,544,254.6,7,2,0,28.7,90,MID
Eric,Dier,0,2,36,1340,23,100.2,297.2,56.0,0,172,45.6,3,0,5,1.4,50,DEF
Lucas,Rodrigues Moura da Silva,4,5,100,2235,29,477.1,494.6,751.0,3,330,172.1,6,0,3,3.0,70,MID
Paulo,Gazzaniga,0,0,58,1612,26,10.0,449.8,0.0,6,300,46.1,2,0,1,0.4,45,GK
Bamidele,Alli,8,6,117,1845,25,328.6,531.2,627.0,12,349,148.9,4,0,2,2.6,80,MID
Ben,Davies,0,0,41,1430,19,172.4,279.8,94.0,2,223,54.4,4,0,6,1.9,50,DEF
Pierre-Emile,Højbjerg,0,3,75,2750,51,469.0,493.0,368.0,1,412,133.1,7,0,5,1.3,50,MID
Harry,Winks,0,0,52,2223,31,323.4,361.8,74.0,0,369,76.1,6,0,9,0.2,55,MID
Davinson,Sánchez,0,2,64,2431,37,31.0,550.0,82.0,4,443,66.5,4,0,6,1.0,55,DEF
Ryan,Sessegnon,0,0,9,341,5,39.9,45.4,34.0,0,41,11.9,0,0,0,0.4,50,DEF
Steven,Bergwijn,3,1,43,699,9,187.3,174.2,147.0,5,141,50.8,2,0,2,1.5,75,MID
Gedson,Carvalho Fernandes,0,0,7,62,1,34.3,17.2,20.0,0,20,7.2,0,0,0,0.1,50,MID
Japhet,Tanganga,0,0,17,525,7,17.2,134.4,20.0,0,100,17.1,2,0,1,0.2,50,DEF
Giovani,Lo Celso,0,3,54,1482,18,459.4,303.2,176.0,3,250,93.9,6,0,6,2.1,70,MID
Oliver,Skipp,0,0,7,74,1,1.6,15.2,0.0,0,23,1.8,0,0,0,0.1,45,MID
Tanguy,Ndombele,2,2,45,1002,17,194.8,274.2,122.0,2,220,59.2,1,0,3,0.3,60,MID
Juan,Foyth,0,0,3,66,3,12.5,18.6,0.0,0,9,3.1,0,0,1,0.2,45,DEF
Matt,Doherty,4,8,167,2836,31,340.5,576.2,681.0,15,590,160.0,12,0,1,26.1,60,DEF
Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,GK
David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,40,GK
Kieran,Gibbs,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,45,DEF
Hal,Robson-Kanu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,55,FWD
Jake,Livermore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID
Kamil,Grosicki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID
Matt,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID
Kyle,Bartley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
Romaine,Sawyers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
Ahmed El-Sayed,Hegazy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,45,DEF
Charlie,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,55,FWD
Kenneth,Zohore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,FWD
Sam,Johnstone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,GK
Conor,Townsend,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
Oluwasemilogo Adesewo Ibidapo,Ajayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,50,DEF
Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Kyle,Edwards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Darnell,Furlong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
Sam,Field,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Oliver,Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,MID
Dara,O'Shea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,DEF
Rekeem,Harper,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,MID
Grady,Diangana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,55,MID
Matheus,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,60,MID
Cedric,Kipre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
Mark,Noble,4,4,105,2675,44,602.2,542.2,164.0,8,504,131.1,7,0,5,2.3,50,MID
Robert,Snodgrass,5,5,87,1504,33,552.1,422.2,320.0,8,312,129.7,3,0,4,0.1,60,MID
David,Martin,0,0,20,435,6,0.0,112.0,0.0,2,86,11.2,2,0,1,8.2,40,GK
Darren,Randolph,0,0,3,180,5,0.0,49.6,0.0,0,27,4.9,0,0,0,0.3,45,GK
Lukasz,Fabianski,0,0,83,2117,34,0.0,531.2,0.0,5,414,53.2,5,0,1,1.8,50,GK
Angelo,Ogbonna,2,0,81,2786,44,37.8,579.0,168.0,0,453,78.4,7,0,4,0.4,50,DEF
Roberto,Jimenez Gago,0,0,18,686,17,0.0,239.0,0.0,1,134,23.9,0,0,0,0.1,45,GK
Jack,Wilshere,0,0,8,209,5,7.0,6.4,4.0,0,14,1.5,0,0,0,0.2,50,MID
Aaron,Cresswell,3,0,79,2727,51,441.0,535.4,180.0,5,444,115.9,5,0,7,1.2,50,DEF
Andriy,Yarmolenko,5,1,70,981,17,265.7,284.4,329.0,10,231,87.9,3,0,2,0.3,60,MID
Michail,Antonio,10,4,111,1767,30,377.4,552.8,1094.0,8,284,201.7,3,0,3,12.7,65,FWD
Ryan,Fredericks,0,3,74,2235,39,333.7,491.2,76.0,7,423,90.5,7,0,7,0.9,45,DEF
Manuel,Lanzini,0,3,50,1370,30,464.8,219.0,281.0,3,234,96.5,2,0,1,0.1,65,MID
Felipe Anderson,Pereira Gomes,1,4,66,1493,27,414.7,377.2,355.0,1,299,114.8,7,0,1,0.6,65,MID
Sébastien,Haller,7,3,102,2259,41,354.5,450.4,1012.0,11,327,180.9,5,0,1,0.8,65,FWD
Arthur,Masuaku,0,1,26,930,18,128.6,240.8,53.0,3,166,42.4,2,1,4,0.3,45,DEF
Fabián,Balbuena,1,0,40,1176,24,18.5,268.0,149.0,3,210,43.6,3,0,2,0.2,45,DEF
Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Jarrod,Bowen,1,4,44,916,13,235.0,221.4,342.0,3,173,79.8,1,0,0,1.0,65,MID
Albian,Ajeti,0,0,9,132,3,22.9,5.2,47.0,0,16,7.3,0,0,0,0.0,55,FWD
Declan,Rice,1,5,105,3420,62,350.8,715.8,259.0,8,616,132.5,7,0,6,5.3,50,MID
Tomas,Soucek,3,0,41,1039,18,73.1,254.2,293.0,3,155,62.1,1,0,0,7.4,50,MID
Pablo,Fornals,2,6,93,2167,35,359.7,350.4,381.0,4,346,109.2,6,0,3,0.1,65,MID
Issa,Diop,3,1,76,2765,54,64.3,610.0,210.0,3,424,88.7,4,0,8,1.6,45,DEF
Ben,Johnson,0,0,6,270,3,25.2,48.0,1.0,0,32,7.4,0,0,0,3.1,40,DEF
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,GK
João Filipe Iria,Santos Moutinho,1,7,113,3105,36,1200.1,712.0,122.0,12,617,204.0,11,0,7,3.2,55,MID
